task_id,cation,anion,solvent,initial_topology,final_inferred_topology,topology_changed,epsilon,energy_neutral_opt_eh,energy_neutral_sp_eh,energy_oxidized_sp_eh,ip_vertical_ev,q_C_neutral,q_A_neutral,q_S_neutral,q_C_oxidized,q_A_oxidized,q_S_oxidized,dq_C,dq_A,dq_S,oxidized_fragment,dmin_CA_ang,dmin_CS_ang,dmin_AS_ang,anchor_CA_ang,anchor_CS_ang,anchor_AS_ang,source_initial_xyz_sha256,optimized_geometry_sha256,same_geometry_pass,status,note
triad__BMPYRR__OTF__PC__CAS,BMPYRR,OTF,PC,CAS,CAS,False,65.0,-88.143411494812,-88.14341152376,-87.714657136202,11.66700124450242,0.98315666,-0.9628357000000003,-0.02032098999999986,1.9285269599999997,-0.9074784200000001,-0.021048569999999905,0.9453702999999997,0.055357280000000175,-0.0007275800000000471,C,3.2772158291461317,5.214391388449808,2.4460979842979778,4.652086702620495,7.121648266035503,3.0762928054276752,67455a15b3cf75c76a1301086232735ca0b4176d0e45c26fb253c3c6299e370c,36f1506e7e63b4ded31490edfccc8fb5094c455c6ea85e038645bb3ffddd9dbc,True,complete,
triad__BMPYRR__OTF__PC__CSA,BMPYRR,OTF,PC,CSA,CSA,False,65.0,-88.13759759229,-88.137597581427,-87.705905077886,11.746951453351716,0.9936311099999999,-0.9818175600000001,-0.01181354999999995,1.9623429800000003,-0.9817652699999999,0.01942229000000001,0.9687118700000004,5.229000000017692e-05,0.03123583999999996,C,3.629857106594982,3.31345076377709,2.4479388131137374,6.622808345491513,4.429896637076901,3.45561682145197,287f1eba7cdfe9d71cb4af8baa2989147e1c6cdd6c34945bd49a21fef6d173d8,65b195a3992a41521c5720a420ab7dc87ff4ed2b4f2232307eb45e304aa7fb4b,True,complete,
triad__BMPYRR__OTF__PC__ACS,BMPYRR,OTF,PC,ACS,ACS,False,65.0,-88.133010905846,-88.133010906807,-87.707086074716,11.590005117785758,0.9769710500000001,-0.98138969,0.0044186499999999684,1.9571589800000002,-0.9694497,0.012290709999999969,0.9801879300000002,0.011939990000000011,0.00787206,C,3.2536863342053066,3.3790614579288945,7.191376831428781,4.36294026245829,5.539314168298826,8.541415125864928,42dada24d1fb2426e7b843cd9a7268e2f8c9cbe8be02ad414fb504f78ac21cb9,1299c3f7ceaa925a3eb96f5d8b652d75a5e7e239f2c59832bbcdc507d2b1df06,True,complete,
triad__BMPYRR__OTF__EG__CAS,BMPYRR,OTF,EG,CAS,CAS,False,37.0,-79.72173070139,-79.721730862976,-79.296360089568,11.57492841295987,0.98648959,-0.95018443,-0.03630515999999989,1.5165186299999995,-0.9277441800000001,0.41122554999999994,0.5300290399999995,0.02244024999999983,0.44753070999999983,C,3.1629766695458383,4.85737608412359,2.7472612158663376,4.671435789537553,7.013936588355122,3.4727051089267764,3a26b94c259743ef2fc56bbdf8c90813db57778c82862461a40fb8580b04ca0e,75482f5f0a9f3bb8e3d81fc1a1d545e7fd311910e95ee68b91b51d2255da9c35,True,complete,
triad__BMPYRR__OTF__EG__CSA,BMPYRR,OTF,EG,CSA,CSA,False,37.0,-79.72628173413,-79.726281731003,-79.307120310532,11.405963311853341,0.99242176,-0.96821828,-0.024203470000000116,1.4929796100000001,-0.9551647599999998,0.46218517,0.5005578500000001,0.013053520000000152,0.4863886400000001,C,3.506708709330353,3.2077975761541055,2.736058710607389,6.286477438429318,3.682334273478108,3.477804793851547,e63bae02e2b2e415d0a10b2c9b39b8736620878fca988d4d8246c62593ba96b2,39599002d0d6668d02826370a8031b4f9c8a5c03b189765270ba30586562a65b,True,complete,
triad__BMPYRR__OTF__EG__ACS,BMPYRR,OTF,EG,ACS,ACS,False,37.0,-79.71341069406,-79.71341069523,-79.292696631663,11.448212882840517,0.9849778299999999,-0.98283996,-0.0021378599999999914,1.45329357,-0.9807168799999999,0.5274233099999999,0.4683157400000001,0.002123080000000055,0.5295611699999998,S,3.2424557939383027,3.737508286242483,8.120791185644768,4.288779946194643,4.961423937887398,9.059291996535919,d9d52927db705664f489860c2ce7e47590a16cabee98639a77a40b946d48364c,984b49a552275259022f867fb7259ddd3aeb73ea805656109b0a460f8b4171d9,True,complete,
triad__BMPYRR__OTF__THF__CAS,BMPYRR,OTF,THF,CAS,CAS,False,7.6,-80.968606921408,-80.968607020565,-80.548445917116,11.433166071491375,0.97842573,-0.9704731400000001,-0.007952589999999989,1.2277079100000001,-0.8877648600000001,0.66005697,0.24928218000000013,0.08270827999999997,0.66800956,S,3.175560966165474,4.130339439581903,3.3558106076960903,4.4920274418565835,8.099264399617056,4.497623328100137,24321c4abcdbbfb6e579f79891cc344ead572301013e88a9de07ea8177b77859,5a207ea86f4fed24c33518b174d780d7bafb8d1f4025e2a76c39bc7e7fbd81aa,True,complete,
triad__BMPYRR__OTF__THF__CSA,BMPYRR,OTF,THF,CSA,CSA,False,7.6,-80.956196998212,-80.956196977831,-80.529301926572,11.616406126309366,0.9939459799999999,-0.9946754,0.0007294299999999778,1.3039494500000002,-0.8939142100000002,0.5899647299999999,0.3100034700000003,0.10076118999999983,0.5892352999999999,S,6.460156333606234,3.290572074528375,3.3666458142836806,8.769666773084255,3.9402152125307603,4.835130722065482,60e8fa1d32ca6f8c1357b4519820acfa314ef163e0849c104fd12235173b64f2,84a076f2796801a994e4ef9717cea0835b674bee38ebd326bb6f82b187bdb3d3,True,complete,
triad__BMPYRR__OTF__THF__ACS,BMPYRR,OTF,THF,ACS,ACS,False,7.6,-80.962183006878,-80.96218308547,-80.535379795649,11.61390917037746,0.9726011000000001,-0.9773418500000002,0.004740759999999962,1.41815962,-0.9160164999999999,0.49785686999999995,0.44555851999999985,0.06132535000000028,0.49311611,S,3.1862157882457955,3.282914543150437,7.291744261986816,4.311829707810376,4.320623276922843,8.190775275425043,325b35162b6a1b3005b362f03e8d5ee8e64d13ae99a543b04f5f176d43cc2647,46cfcd8965cb250716485343889b0a7eb8b4f3d067b095e7bfda1db4e13cd5e1,True,complete,
triad__BMIM__PF6__PC__CAS,BMIM,PF6,PC,CAS,CAS,False,65.0,-85.786495388043,-85.786495171196,-85.354107292176,11.765873584096708,1.0023872600000001,-1.00178808,-0.0005991700000000377,2.0003627600000002,-1.00003319,-0.000329559999999951,0.9979755000000001,0.0017548900000001755,0.0002696100000000867,C,2.9126897297511736,7.139697872624988,2.794238925503056,4.249539160738959,7.876386142288056,3.8345281949608174,7be241c7b640d8c28432f212595632a5e1f9d6de5e94a3059cb42e86c11fbe37,64b65d0b7670857a4ef442de0e3623777dd45acaa8f7e4ac759bda9042a4387c,True,complete,
triad__BMIM__PF6__PC__CSA,BMIM,PF6,PC,CSA,CSA,False,65.0,-85.788425911,-85.788426054298,-85.357836142042,11.716948416024,0.9999956299999999,-0.99891496,-0.0010806699999998948,1.9625177400000002,-0.9990568099999999,0.03653908999999997,0.9625221100000003,-0.0001418499999998879,0.03761975999999986,C,5.282268941591151,2.804315805852475,2.8661057274498822,7.325760271621979,2.804315805852475,4.529488906895621,798245ff0119fbebde49251b8c930e4d1d63c74a99e16dcc657a015b5e7100d9,69dd7ba219f5559a24c077e836ba5466196446abb72c6cf0a94c0fbe9b80d980,True,complete,
triad__BMIM__PF6__PC__ACS,BMIM,PF6,PC,ACS,ACS,False,65.0,-85.783321039325,-85.783321456384,-85.352371634058,11.726742067952669,0.9996772300000001,-1.0013651000000001,0.0016878500000000185,1.95851711,-1.00123034,0.04271324999999994,0.95883988,0.00013476000000012256,0.04102539999999992,C,2.9109608963258933,2.9655487246966112,5.814430378005375,3.827920722070981,2.9655487246966112,6.779955336527333,1f822c3c705d502c0eba07fabea6178215127ac3b10d47b31ce58d5394fd0655,554066adcb79816061fe125f62d26e5569e7d6227483a77904a3ae795b4c6e04,True,complete,
triad__BMIM__PF6__EG__CAS,BMIM,PF6,EG,CAS,CAS,False,37.0,-77.370115795985,-77.370115817493,-76.94400116701,11.595170339367113,1.00136451,-0.99705745,-0.004307059999999974,1.55416886,-0.99487356,0.44070472,0.5528043500000002,0.002183889999999966,0.44501177999999997,C,2.8907905005068293,5.275384991387293,3.0858949642269877,4.1512565732687055,8.536733132797652,4.385765658642517,e18f9b1c8e0d0252cde242621c87b901f9b36e2025b38ec80d44fac5cdb28afe,7b45f1d721850226bbaf67016852f091f4d1d097b9364cd1348edfe7725b60d7,True,complete,
triad__BMIM__PF6__EG__CSA,BMIM,PF6,EG,CSA,CSA,False,37.0,-77.370610910182,-77.370610874113,-76.952034432596,11.390045223590405,1.00257134,-0.9976002299999999,-0.004971090000000011,1.46633466,-0.9975122700000001,0.5311775999999999,0.46376332,8.7959999999776e-05,0.5361486899999999,S,4.955649456982126,2.9591915631522205,3.1125577452250313,7.580444316592227,3.539816261759501,4.112045629735153,5220b5b63c38b2b11da6daff44e011ceaa52fd81862d09d8b3149a93834a9c27,210c624cc277f6fc6f85b91cc02789b23e5b37c99b546a41409a8b9763ccc46d,True,complete,
triad__BMIM__PF6__EG__ACS,BMIM,PF6,EG,ACS,ACS,False,37.0,-77.366467088105,-77.366467294882,-76.944751191131,11.475479785321482,1.00706394,-1.0009884000000002,-0.00607553999999999,1.4764421200000002,-1.00126945,0.5248273400000001,0.4693781800000001,-0.00028104999999967184,0.5309028800000001,S,2.8903954021520777,3.263540024094821,6.563472205555723,3.9765442602010745,3.775880159890021,7.7297493549268905,56fddc6799d7bc5f5f093339c31dfbb88b9f62746a154bdd8b99d0e5824ba29f,67b4e370b1022a7adf0f9ec1918efecb21c63ada7e468d1f59903a5e881c27c4,True,complete,
triad__BMIM__PF6__THF__CAS,BMIM,PF6,THF,CAS,CAS,False,7.6,-78.613401756799,-78.613401902612,-78.1868449756,11.607205296825274,1.0007130499999997,-1.00028336,-0.00042967000000002087,1.38670867,-0.9978274100000002,0.61111875,0.3859956200000003,0.0024559499999998735,0.6115484200000001,S,2.8234596486735453,5.684815901703418,3.4450346452857454,4.024500026153013,8.469571554433976,5.250782486974559,6291108ddf51c66e00dcffe621939c04031ac7e27bda697a24697a482d47e27b,345bd7a2efb244a1b0824b8fc0fdda52e4552442252cba798ac41877f52b2863,True,complete,
triad__BMIM__PF6__THF__CSA,BMIM,PF6,THF,CSA,CSA,False,7.6,-78.614392634424,-78.614392712989,-78.186199730714,11.651724628506715,1.0011337,-1.0020002700000001,0.0008665700000000361,1.41637256,-0.9982512100000002,0.58187864,0.4152388599999999,0.0037490599999999707,0.58101207,S,3.675283019363176,2.8383077790701843,3.4697407583119992,6.9178739373814375,2.8565852638761013,4.675226356083148,bce07fad1b3cce1493bf29eb146a264dcfb0f4646f5fef7f3d4b61b62616a164,45317a2826cf1771e23130755df70fd6a48ebc62da92ecae7e0755172f3d3c04,True,complete,
triad__BMIM__PF6__THF__ACS,BMIM,PF6,THF,ACS,ACS,False,7.6,-78.614917418719,-78.61491922178,-78.18756339986,11.628944334736858,0.99943926,-0.99985555,0.00041627999999998416,1.44223161,-0.9999403100000002,0.55770868,0.44279235000000006,-8.476000000012807e-05,0.5572924,S,2.936545204568127,3.0643754841753426,5.834212040240303,3.6926554918506658,3.094748042805173,6.7571260004034,39099c549719b40a2d12fda1af494a507f71d509c35d59c2ccdcf1bb82124364,a2bcfa6baced88fb943337fd27b19fa321240ee4b18131ddd70b4fac4feedd3e,True,complete,
triad__HMIM__PF6__PC__CAS,HMIM,PF6,PC,CAS,CAS,False,65.0,-92.112964951154,-92.11296493983,-91.68789306201,11.56679504966712,0.9998811400000002,-0.9995562700000001,-0.0003248700000000465,1.9999191999999997,-0.9993549399999999,-0.0005642599999999692,1.0000380599999996,0.0002013300000002216,-0.00023938999999992272,C,2.995121503867886,7.756304860882797,2.8342373247064927,3.928728300257872,7.756304860882797,3.872884062598145,ebc833464e9d01a747950dd0c4900743a080cc6c694c1b8297e6eef52e524b44,9b173290e67309f01cde342a92fa8efea0f8f05582fb3dc5d36a272301a0b5c3,True,complete,
triad__HMIM__PF6__PC__CSA,HMIM,PF6,PC,CSA,CSA,False,65.0,-92.113777818711,-92.113777601731,-91.689890397883,11.534558428639691,0.99472362,-0.9982367,0.0035131100000000137,1.9947536400000003,-0.9982701,0.0035164500000000043,1.0000300200000003,-3.340000000007226e-05,3.3399999999905727e-06,C,5.71104550054075,3.171842774425744,2.808393789175518,7.278215595351922,3.171842774425744,4.571787172815651,04d66eac47dd04d6a423668478a69bf02b92c389f6823988c8a0dc3fe72002ae,b19b4d8f29392aeed9b16815f5550b2649e430ff914c2e25383eba9fc14dc736,True,complete,
triad__HMIM__PF6__PC__ACS,HMIM,PF6,PC,ACS,CAS,True,65.0,-92.117889041907,-92.117889007269,-91.692982326187,11.562299817422943,0.99209727,-0.99782569,0.005728419999999998,1.9915043399999999,-0.9971516400000001,0.005647339999999917,0.9994070699999998,0.0006740499999998706,-8.108000000008053e-05,C,2.8496720939346813,3.3050227705860933,2.6851513745272544,4.316894399341105,3.3050227705860933,4.345531597502533,aef4f5b223de8987d8b084782f407a891f2dcecee2d96477fb0f4211b6dc9e89,b9bd54c21ad489e0facf05f19c8ef0713e02a42955c274ba3d8c5a5434a730e8,True,complete,
triad__HMIM__PF6__EG__CAS,HMIM,PF6,EG,CAS,CAS,False,37.0,-83.697725002381,-83.697725859365,-83.27668997415,11.456970096006586,1.00072542,-0.9965981300000002,-0.004127310000000051,1.6704614400000002,-0.99563311,0.32517168,0.6697360200000002,0.0009650200000002052,0.32929899000000007,C,2.962935638021908,5.31014679340471,3.124512682950097,3.7665743002616074,7.440811848068791,4.563531481296398,10e000af984a1c5b349f65d4a240fb7cc633582c49137588cd582a5822543575,56162bf88f6b51602958adfd513a6818afb1ef6158c6cefa8fec31b58339e598,True,complete,
triad__HMIM__PF6__EG__CSA,HMIM,PF6,EG,CSA,CSA,False,37.0,-83.69935636549,-83.699356519574,-83.283090098929,11.327186353406056,0.99010582,-0.9963217999999999,0.00621596999999996,1.5749144299999998,-0.9963195099999999,0.42140512999999996,0.5848086099999997,2.2900000000714016e-06,0.41518916,C,5.837851908820703,3.1409849690792697,3.006726212361388,7.332974260996337,3.1409849690792697,4.320127103375781,4b1d38d9c5de249d74c617a0d1df2f9985667bd87ffda0bead81ad99eca075fb,eea62a08747913be7b73198cbee7a3f057afabb85993547e4d77cac56ef777e2,True,complete,
triad__HMIM__PF6__EG__ACS,HMIM,PF6,EG,ACS,ACS,False,37.0,-83.694003617807,-83.694003654533,-83.275895610687,11.377299473648108,1.00367503,-1.00248771,-0.0011873200000000472,1.5590368799999996,-1.00247331,0.44343644999999987,0.5553618499999997,1.4399999999969992e-05,0.4446237699999999,C,2.845669765917306,3.6937655283552693,6.336380303849743,4.225127602750352,3.6937655283552693,7.858725822812874,248ec0eef093db9def94d31a8a62dc3ac87692d0e4dc0b7fc494d12d8e26e938,fd4ae1f91d40b1f44b7ec6d5acb0589468c69a4131d1165882faa82a382e1826,True,complete,
triad__HMIM__PF6__THF__CAS,HMIM,PF6,THF,CAS,CAS,False,7.6,-84.940702442791,-84.940703851494,-84.51732040808,11.520850408895049,0.99941427,-0.9995395799999998,0.00012529999999999486,1.4627287399999997,-0.99775355,0.5350248200000001,0.4633144699999997,0.001786029999999772,0.5348995200000001,S,2.972031675364399,8.015049317822617,3.4410468955024895,3.6588711488955057,8.604146655453263,5.083360571808734,ec604d9a402a2cae4d1f677ec7bb5ca4b1e2567408e72c2646f318ad255ee793,59265052591d97f0bdfdc6fb055c8c16feca625dc37623eae3d7bfa17304cf72,True,complete,
triad__HMIM__PF6__THF__CSA,HMIM,PF6,THF,CSA,CSA,False,7.6,-84.938789424262,-84.938789408698,-84.511499359546,11.627154566542437,0.9849065499999999,-1.00070301,0.01579644999999999,1.48796321,-0.99852057,0.51055737,0.50305666,0.0021824400000000077,0.49476092000000005,C,6.755790368117491,3.0518049956237805,3.361657986557755,7.790378244255517,3.0518049956237805,4.851589547569356,e316f638ad3584d50019aaf17aca2e80b6df8be48d3452385c36059b124e438e,fbd5f47b12b13579e0fae55d2fac6ba08245ffb0e6b66705e835f1915c5cd619,True,complete,
triad__HMIM__PF6__THF__ACS,HMIM,PF6,THF,ACS,ACS,False,7.6,-84.944358509018,-84.944358538992,-84.519668509235,11.556404434537924,0.9985901300000001,-1.00040654,0.0018164000000000236,1.5780303900000001,-0.9997470200000002,0.42171668,0.57944026,0.0006595199999998025,0.41990028,C,2.809290960798141,2.8792031859799674,5.570612153422063,3.999883824218172,2.8792031859799674,6.847035660481038,2dd6787b95709524cba2a472813ec70c377bb7f25ed1c0b8e8b0c3191949f4e4,bbc1c30306621b4bc38f4daf5234221cba9fc576c5891a85c21522011e71aa08,True,complete,
