job_id,state_id,solvent_id,reaction_ids,purposes,entity_type,species_name,family,formal_charge,multiplicity,split,use_for_training,start_geometry_source,start_geometry_key,start_geometry_hash,smd_parameter_temperature_K,thermochemistry_temperature_K,functional,optfreq_basis,final_sp_basis,ri_acceleration,scf_grid_geometry,thermochemistry,smd_vector_source,smd_parameter_status,nprocs,maxcore_mb_per_rank,planning_core_h,workflow_revision,method_id,output_fields,job_status,method_source_id
OF029,A002_Q0_M2,S005,RXN_AOX_A002,complete anion oxidation tuple,electrolyte_anion,Tetrafluoroborate (BF4−),Lithium; Tetraalkylammonium,0,2,test,0,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:A002:S005:q0:m2,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,24.82,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF030,A002_QM1_M1,S005,RXN_AOX_A002,complete anion oxidation tuple,electrolyte_anion,Tetrafluoroborate (BF4−),Lithium; Tetraalkylammonium,-1,1,test,0,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:A002:S005:q-1:m1,,298.15,298.15,wB97X-D3,ma-def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,24.82,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF031,D058_QP2_M1,S005,RXN_SIG_M058,complete sigma tuple; radical-cation state reused,sigma_complex_dication,"3,4-Ethylenedioxyselenophene (EDOS) sigma-complex dication",Selenophenes,2,1,val,0,deterministic sigma construction then solvent-specific GFN2/ddCOSMO preoptimization with connectivity QC,surrogate:sigma_preopt:D058:S005:q2:m1,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,40.0,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF032,M058_Q0_M1,S005,RXN_MOX_M058,complete monomer oxidation tuple,monomer,"3,4-Ethylenedioxyselenophene (EDOS)",Selenophenes,0,1,val,0,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M058:S005:q0:m1,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,24.82,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF033,M058_QP1_M2,S005,RXN_MOX_M058;RXN_SIG_M058,complete monomer oxidation tuple; reused by sigma tuple,monomer,"3,4-Ethylenedioxyselenophene (EDOS)",Selenophenes,1,2,val,0,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M058:S005:q1:m2,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,24.82,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF034,D027_QP2_M1,S006,RXN_SIG_M027,complete sigma tuple; radical-cation state reused,sigma_complex_dication,N-Methylpyrrole sigma-complex dication,Pyrroles,2,1,test,0,deterministic sigma construction then solvent-specific GFN2/ddCOSMO preoptimization with connectivity QC,surrogate:sigma_preopt:D027:S006:q2:m1,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,40.0,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF035,D060_QP2_M1,S006,RXN_SIG_M060,complete sigma tuple; radical-cation state reused,sigma_complex_dication,Aniline sigma-complex dication,Anilines,2,1,train,1,deterministic sigma construction then solvent-specific GFN2/ddCOSMO preoptimization with connectivity QC,surrogate:sigma_preopt:D060:S006:q2:m1,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,40.0,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF036,M027_Q0_M1,S006,RXN_MOX_M027,complete monomer oxidation tuple,monomer,N-Methylpyrrole,Pyrroles,0,1,test,0,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M027:S006:q0:m1,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,24.82,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF037,M027_QP1_M2,S006,RXN_MOX_M027;RXN_SIG_M027,complete monomer oxidation tuple; reused by sigma tuple,monomer,N-Methylpyrrole,Pyrroles,1,2,test,0,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M027:S006:q1:m2,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,24.82,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF038,M060_Q0_M1,S006,RXN_MOX_M060,complete monomer oxidation tuple,monomer,Aniline,Anilines,0,1,train,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M060:S006:q0:m1,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,24.82,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF039,M060_QP1_M2,S006,RXN_MOX_M060;RXN_SIG_M060,complete monomer oxidation tuple; reused by sigma tuple,monomer,Aniline,Anilines,1,2,train,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M060:S006:q1:m2,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,24.82,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF040,A001_Q0_M2,S007,RXN_AOX_A001,complete anion oxidation tuple,electrolyte_anion,Hexafluorophosphate (PF6−),Tetraalkylammonium,0,2,train,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:A001:S007:q0:m2,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,24.82,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF041,A001_QM1_M1,S007,RXN_AOX_A001,complete anion oxidation tuple,electrolyte_anion,Hexafluorophosphate (PF6−),Tetraalkylammonium,-1,1,train,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:A001:S007:q-1:m1,,298.15,298.15,wB97X-D3,ma-def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,24.82,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF042,D055_QP2_M1,S008,RXN_SIG_M055,complete sigma tuple; radical-cation state reused,sigma_complex_dication,3-Octylselenophene sigma-complex dication,Selenophenes,2,1,train,1,deterministic sigma construction then solvent-specific GFN2/ddCOSMO preoptimization with connectivity QC,surrogate:sigma_preopt:D055:S008:q2:m1,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,40.0,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF043,M055_Q0_M1,S008,RXN_MOX_M055,complete monomer oxidation tuple,monomer,3-Octylselenophene,Selenophenes,0,1,train,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M055:S008:q0:m1,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,24.82,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF044,M055_QP1_M2,S008,RXN_MOX_M055;RXN_SIG_M055,complete monomer oxidation tuple; reused by sigma tuple,monomer,3-Octylselenophene,Selenophenes,1,2,train,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M055:S008:q1:m2,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,24.82,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF045,D038_QP2_M1,S011,RXN_SIG_M038,complete sigma tuple; radical-cation state reused,sigma_complex_dication,Furan sigma-complex dication,Furans,2,1,train,1,deterministic sigma construction then solvent-specific GFN2/ddCOSMO preoptimization with connectivity QC,surrogate:sigma_preopt:D038:S011:q2:m1,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,40.0,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF046,M038_Q0_M1,S011,RXN_MOX_M038,complete monomer oxidation tuple,monomer,Furan,Furans,0,1,train,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M038:S011:q0:m1,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,24.82,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF047,M038_QP1_M2,S011,RXN_MOX_M038;RXN_SIG_M038,complete monomer oxidation tuple; reused by sigma tuple,monomer,Furan,Furans,1,2,train,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M038:S011:q1:m2,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,24.82,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF048,D078_QP2_M1,S013,RXN_SIG_M078,complete sigma tuple; radical-cation state reused,sigma_complex_dication,"9,9-Dimethylfluorene sigma-complex dication",Fluorenes,2,1,val,0,deterministic sigma construction then solvent-specific GFN2/ddCOSMO preoptimization with connectivity QC,surrogate:sigma_preopt:D078:S013:q2:m1,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,40.0,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF049,D094_QP2_M1,S013,RXN_SIG_M094,complete sigma tuple; radical-cation state reused,sigma_complex_dication,"Cyclopenta[2,1-b:3,4-b′]dithiophene (CPDT) sigma-complex dication",Fused-ring systems,2,1,train,1,deterministic sigma construction then solvent-specific GFN2/ddCOSMO preoptimization with connectivity QC,surrogate:sigma_preopt:D094:S013:q2:m1,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,40.0,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF050,M078_Q0_M1,S013,RXN_MOX_M078,complete monomer oxidation tuple,monomer,"9,9-Dimethylfluorene",Fluorenes,0,1,val,0,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M078:S013:q0:m1,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,24.82,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF051,M078_QP1_M2,S013,RXN_MOX_M078;RXN_SIG_M078,complete monomer oxidation tuple; reused by sigma tuple,monomer,"9,9-Dimethylfluorene",Fluorenes,1,2,val,0,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M078:S013:q1:m2,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,24.82,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF052,M094_Q0_M1,S013,RXN_MOX_M094,complete monomer oxidation tuple,monomer,"Cyclopenta[2,1-b:3,4-b′]dithiophene (CPDT)",Fused-ring systems,0,1,train,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M094:S013:q0:m1,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,24.82,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF053,M094_QP1_M2,S013,RXN_MOX_M094;RXN_SIG_M094,complete monomer oxidation tuple; reused by sigma tuple,monomer,"Cyclopenta[2,1-b:3,4-b′]dithiophene (CPDT)",Fused-ring systems,1,2,train,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M094:S013:q1:m2,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,24.82,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF054,D070_QP2_M1,S014,RXN_SIG_M070,complete sigma tuple; radical-cation state reused,sigma_complex_dication,Carbazole sigma-complex dication,Carbazoles,2,1,train,1,deterministic sigma construction then solvent-specific GFN2/ddCOSMO preoptimization with connectivity QC,surrogate:sigma_preopt:D070:S014:q2:m1,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,40.0,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF055,D086_QP2_M1,S014,RXN_SIG_M086,complete sigma tuple; radical-cation state reused,sigma_complex_dication,"Thieno[3,4-b]pyrazine sigma-complex dication",Donor–Acceptor units,2,1,train,1,deterministic sigma construction then solvent-specific GFN2/ddCOSMO preoptimization with connectivity QC,surrogate:sigma_preopt:D086:S014:q2:m1,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,40.0,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
OF056,M070_Q0_M1,S014,RXN_MOX_M070,complete monomer oxidation tuple,monomer,Carbazole,Carbazoles,0,1,train,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M070:S014:q0:m1,,298.15,298.15,wB97X-D3,def2-TZVP,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3; Opt Freq; tight geometry; MaxIter 200,298.15 K; 1 atm frequency; Quasi-RRHO; project 1 M composite Gibbs convention,solvent_smd_registry.csv,resolved_authoritative,8,3000,24.82,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,E_freq_Eh;G_minus_E_freq_Eh;E_final_SP_Eh;G_composite_1M_Eh;frequencies;optimized_geometry;QC_flags;echoed_smd_vector,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
