reaction_id,reaction_class,role,parent_id,reaction_name,stoichiometry,equation,primary_target,derived_target,internal_unit,solvent_policy,selected_for_calibration,split,anchor_type,assigned_solvent_ids,source_id
RXN_MOX_M077,redox,monomer,M077,"Oxidation of 3,6-Bis(EDOT-2-yl)-9-methylcarbazole",M077_Q0_M1:-1;M077_QP1_M2:+1,M077_Q0_M1 -> M077_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,all project media at inference,1,train,,S025;S002;S006;S018,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_MOX_M078,redox,monomer,M078,"Oxidation of 9,9-Dimethylfluorene",M078_Q0_M1:-1;M078_QP1_M2:+1,M078_Q0_M1 -> M078_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,all project media at inference,1,val,,S023;S020;S013;S003,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_MOX_M079,redox,monomer,M079,"Oxidation of 9,9-Diethylfluorene",M079_Q0_M1:-1;M079_QP1_M2:+1,M079_Q0_M1 -> M079_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,all project media at inference,0,,,,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_MOX_M080,redox,monomer,M080,"Oxidation of 9,9-Dipropylfluorene",M080_Q0_M1:-1;M080_QP1_M2:+1,M080_Q0_M1 -> M080_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,all project media at inference,0,,,,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_MOX_M081,redox,monomer,M081,"Oxidation of 9,9-Dibutylfluorene",M081_Q0_M1:-1;M081_QP1_M2:+1,M081_Q0_M1 -> M081_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,all project media at inference,0,,,,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_MOX_M082,redox,monomer,M082,"Oxidation of 9,9-Dihexylfluorene",M082_Q0_M1:-1;M082_QP1_M2:+1,M082_Q0_M1 -> M082_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,all project media at inference,0,,,,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_MOX_M083,redox,monomer,M083,"Oxidation of 9,9-Dioctylfluorene",M083_Q0_M1:-1;M083_QP1_M2:+1,M083_Q0_M1 -> M083_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,all project media at inference,1,train,,S001;S007;S022;S016,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_MOX_M084,redox,monomer,M084,"Oxidation of 4,7-Bis(thiophen-2-yl)-2,1,3-benzothiadiazole (TBT)",M084_Q0_M1:-1;M084_QP1_M2:+1,M084_Q0_M1 -> M084_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,all project media at inference,1,test,test_full25,S001;S002;S003;S004;S005;S006;S007;S008;S009;S010;S011;S012;S013;S014;S015;S016;S017;S018;S019;S020;S021;S022;S023;S024;S025,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_MOX_M085,redox,monomer,M085,"Oxidation of 4,7-Bis(3-hexylthiophen-2-yl)-2,1,3-benzothiadiazole",M085_Q0_M1:-1;M085_QP1_M2:+1,M085_Q0_M1 -> M085_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,all project media at inference,0,,,,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_MOX_M086,redox,monomer,M086,"Oxidation of Thieno[3,4-b]pyrazine",M086_Q0_M1:-1;M086_QP1_M2:+1,M086_Q0_M1 -> M086_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,all project media at inference,1,train,,S014;S005;S012;S018,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_MOX_M087,redox,monomer,M087,"Oxidation of 2,3-Dimethylthieno[3,4-b]pyrazine",M087_Q0_M1:-1;M087_QP1_M2:+1,M087_Q0_M1 -> M087_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,all project media at inference,0,,,,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_MOX_M088,redox,monomer,M088,"Oxidation of 2,3-Dihexylthieno[3,4-b]pyrazine",M088_Q0_M1:-1;M088_QP1_M2:+1,M088_Q0_M1 -> M088_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,all project media at inference,0,,,,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_MOX_M089,redox,monomer,M089,"Oxidation of 3,6-Bis(thiophen-2-yl)-2,5-dimethyl-DPP (TDPP-Me)",M089_Q0_M1:-1;M089_QP1_M2:+1,M089_Q0_M1 -> M089_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,all project media at inference,1,train,,S008;S002;S006;S015,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_MOX_M090,redox,monomer,M090,"Oxidation of 3,6-Bis(thiophen-2-yl)-2,5-dioctyl-DPP (TDPP-Oct)",M090_Q0_M1:-1;M090_QP1_M2:+1,M090_Q0_M1 -> M090_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,all project media at inference,0,,,,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_MOX_M091,redox,monomer,M091,"Oxidation of N,N′-Dimethylisoindigo",M091_Q0_M1:-1;M091_QP1_M2:+1,M091_Q0_M1 -> M091_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,all project media at inference,0,,,,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_MOX_M092,redox,monomer,M092,"Oxidation of N,N′-Dioctylisoindigo",M092_Q0_M1:-1;M092_QP1_M2:+1,M092_Q0_M1 -> M092_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,all project media at inference,0,,,,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_MOX_M093,redox,monomer,M093,"Oxidation of 4,9-bis(thiophen-2-yl)-[1,2,5]thiadiazolo[3,4-g]quinoxaline (TTDQ)",M093_Q0_M1:-1;M093_QP1_M2:+1,M093_Q0_M1 -> M093_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,all project media at inference,0,,,,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_MOX_M094,redox,monomer,M094,"Oxidation of Cyclopenta[2,1-b:3,4-b′]dithiophene (CPDT)",M094_Q0_M1:-1;M094_QP1_M2:+1,M094_Q0_M1 -> M094_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,all project media at inference,1,train,,S025;S020;S013;S003,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_MOX_M095,redox,monomer,M095,"Oxidation of 4,4-Dimethyl-CPDT",M095_Q0_M1:-1;M095_QP1_M2:+1,M095_Q0_M1 -> M095_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,all project media at inference,0,,,,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_MOX_M096,redox,monomer,M096,"Oxidation of 4,4-Dihexyl-CPDT",M096_Q0_M1:-1;M096_QP1_M2:+1,M096_Q0_M1 -> M096_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,all project media at inference,1,val,,S001;S007;S022;S017,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_MOX_M097,redox,monomer,M097,"Oxidation of Dithieno[3,2-b:2′,3′-d]pyrrole (DTP)",M097_Q0_M1:-1;M097_QP1_M2:+1,M097_Q0_M1 -> M097_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,all project media at inference,1,train,,S024;S004;S011;S018,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_MOX_M098,redox,monomer,M098,"Oxidation of N-Octyl-dithieno[3,2-b:2′,3′-d]pyrrole",M098_Q0_M1:-1;M098_QP1_M2:+1,M098_Q0_M1 -> M098_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,all project media at inference,0,,,,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_MOX_M099,redox,monomer,M099,"Oxidation of Indaceno[1,2-b:5,6-b′]dithiophene (IDT)",M099_Q0_M1:-1;M099_QP1_M2:+1,M099_Q0_M1 -> M099_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,all project media at inference,0,,,,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_MOX_M100,redox,monomer,M100,"Oxidation of Acenaphtho[1,2-c]pyrrole",M100_Q0_M1:-1;M100_QP1_M2:+1,M100_Q0_M1 -> M100_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,all project media at inference,0,,,,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_SOX_S001,redox,solvent,S001,Self-medium oxidation of Acetonitrile (MeCN),S001_Q0_M1:-1;S001_QP1_M2:+1,S001_Q0_M1 -> S001_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,self only (S001),1,train,self_medium,S001,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_SOX_S002,redox,solvent,S002,Self-medium oxidation of Dichloromethane (DCM),S002_Q0_M1:-1;S002_QP1_M2:+1,S002_Q0_M1 -> S002_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,self only (S002),1,test,self_medium,S002,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_SOX_S003,redox,solvent,S003,Self-medium oxidation of Propylene carbonate (PC),S003_Q0_M1:-1;S003_QP1_M2:+1,S003_Q0_M1 -> S003_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,self only (S003),1,val,self_medium,S003,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_SOX_S004,redox,solvent,S004,Self-medium oxidation of Nitrobenzene,S004_Q0_M1:-1;S004_QP1_M2:+1,S004_Q0_M1 -> S004_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,self only (S004),1,test,self_medium,S004,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_SOX_S005,redox,solvent,S005,Self-medium oxidation of Benzonitrile,S005_Q0_M1:-1;S005_QP1_M2:+1,S005_Q0_M1 -> S005_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,self only (S005),1,train,self_medium,S005,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_SOX_S006,redox,solvent,S006,"Self-medium oxidation of N,N-Dimethylformamide (DMF)",S006_Q0_M1:-1;S006_QP1_M2:+1,S006_Q0_M1 -> S006_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,self only (S006),1,val,self_medium,S006,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_SOX_S007,redox,solvent,S007,Self-medium oxidation of Dimethyl sulfoxide (DMSO),S007_Q0_M1:-1;S007_QP1_M2:+1,S007_Q0_M1 -> S007_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,self only (S007),1,train,self_medium,S007,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_SOX_S008,redox,solvent,S008,Self-medium oxidation of Tetrahydrofuran (THF),S008_Q0_M1:-1;S008_QP1_M2:+1,S008_Q0_M1 -> S008_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,self only (S008),1,train,self_medium,S008,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_SOX_S009,redox,solvent,S009,Self-medium oxidation of Nitromethane,S009_Q0_M1:-1;S009_QP1_M2:+1,S009_Q0_M1 -> S009_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,self only (S009),1,train,self_medium,S009,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_SOX_S010,redox,solvent,S010,Self-medium oxidation of Water,S010_Q0_M1:-1;S010_QP1_M2:+1,S010_Q0_M1 -> S010_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,self only (S010),1,train,self_medium,S010,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_SOX_S011,redox,solvent,S011,Self-medium oxidation of γ-Butyrolactone (GBL),S011_Q0_M1:-1;S011_QP1_M2:+1,S011_Q0_M1 -> S011_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,self only (S011),1,train,self_medium,S011,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_SOX_S012,redox,solvent,S012,Self-medium oxidation of Sulfolane,S012_Q0_M1:-1;S012_QP1_M2:+1,S012_Q0_M1 -> S012_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,self only (S012),1,train,self_medium,S012,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_SOX_S013,redox,solvent,S013,Self-medium oxidation of N-Methyl-2-pyrrolidone (NMP),S013_Q0_M1:-1;S013_QP1_M2:+1,S013_Q0_M1 -> S013_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,self only (S013),1,train,self_medium,S013,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_SOX_S014,redox,solvent,S014,Self-medium oxidation of Boron trifluoride diethyl etherate (BFEE),S014_Q0_M1:-1;S014_QP1_M2:+1,S014_Q0_M1 -> S014_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,self only (S014),1,train,self_medium,S014,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_SOX_S015,redox,solvent,S015,Self-medium oxidation of 1-Butyl-3-methylimidazolium hexafluorophosphate ([BMIM][PF6]),S015_Q0_M1:-1;S015_QP1_M2:+1,S015_Q0_M1 -> S015_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,self only (S015),1,val,self_medium,S015,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_SOX_S016,redox,solvent,S016,Self-medium oxidation of 1-Butyl-3-methylimidazolium tetrafluoroborate ([BMIM][BF4]),S016_Q0_M1:-1;S016_QP1_M2:+1,S016_Q0_M1 -> S016_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,self only (S016),1,train,self_medium,S016,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_SOX_S017,redox,solvent,S017,Self-medium oxidation of 1-Ethyl-3-methylimidazolium bis(trifluoromethanesulfonyl)imide ([EMIM][TFSI]),S017_Q0_M1:-1;S017_QP1_M2:+1,S017_Q0_M1 -> S017_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,self only (S017),1,test,self_medium,S017,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_SOX_S018,redox,solvent,S018,Self-medium oxidation of Choline chloride/urea (1:2) deep eutectic solvent,S018_Q0_M1:-1;S018_QP1_M2:+1,S018_Q0_M1 -> S018_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,self only (S018),1,train,self_medium,S018,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_SOX_S019,redox,solvent,S019,Self-medium oxidation of Propionitrile,S019_Q0_M1:-1;S019_QP1_M2:+1,S019_Q0_M1 -> S019_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,self only (S019),1,val,self_medium,S019,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_SOX_S020,redox,solvent,S020,"Self-medium oxidation of 1,2-Dichloroethane",S020_Q0_M1:-1;S020_QP1_M2:+1,S020_Q0_M1 -> S020_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,self only (S020),1,train,self_medium,S020,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_SOX_S021,redox,solvent,S021,Self-medium oxidation of Chloroform,S021_Q0_M1:-1;S021_QP1_M2:+1,S021_Q0_M1 -> S021_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,self only (S021),1,train,self_medium,S021,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_SOX_S022,redox,solvent,S022,Self-medium oxidation of Ethylene carbonate,S022_Q0_M1:-1;S022_QP1_M2:+1,S022_Q0_M1 -> S022_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,self only (S022),1,train,self_medium,S022,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_SOX_S023,redox,solvent,S023,Self-medium oxidation of Dimethyl carbonate,S023_Q0_M1:-1;S023_QP1_M2:+1,S023_Q0_M1 -> S023_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,self only (S023),1,train,self_medium,S023,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_SOX_S024,redox,solvent,S024,"Self-medium oxidation of 1,4-Dioxane",S024_Q0_M1:-1;S024_QP1_M2:+1,S024_Q0_M1 -> S024_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,self only (S024),1,test,self_medium,S024,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_SOX_S025,redox,solvent,S025,Self-medium oxidation of Diethylene glycol dimethyl ether (diglyme),S025_Q0_M1:-1;S025_QP1_M2:+1,S025_Q0_M1 -> S025_QP1_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,self only (S025),1,train,self_medium,S025,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_AOX_A001,redox,anion,A001,Oxidation of Hexafluorophosphate (PF6−),A001_QM1_M1:-1;A001_Q0_M2:+1,A001_QM1_M1 -> A001_Q0_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,all project media at inference,1,train,,S001;S007;S022;S015,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_AOX_A002,redox,anion,A002,Oxidation of Tetrafluoroborate (BF4−),A002_QM1_M1:-1;A002_Q0_M2:+1,A002_QM1_M1 -> A002_Q0_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,all project media at inference,1,test,test_full25,S001;S002;S003;S004;S005;S006;S007;S008;S009;S010;S011;S012;S013;S014;S015;S016;S017;S018;S019;S020;S021;S022;S023;S024;S025,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_AOX_A003,redox,anion,A003,Oxidation of Perchlorate (ClO4−),A003_QM1_M1:-1;A003_Q0_M2:+1,A003_QM1_M1 -> A003_Q0_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,all project media at inference,1,train,,S023;S005;S012;S017,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_AOX_A004,redox,anion,A004,Oxidation of Trifluoromethanesulfonate (OTf−),A004_QM1_M1:-1;A004_Q0_M2:+1,A004_QM1_M1 -> A004_Q0_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,all project media at inference,1,test,,S024;S002;S006;S018,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_AOX_A005,redox,anion,A005,Oxidation of Bis(trifluoromethanesulfonyl)imide (TFSI−),A005_QM1_M1:-1;A005_Q0_M2:+1,A005_QM1_M1 -> A005_Q0_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,all project media at inference,1,train,train_full25,S001;S002;S003;S004;S005;S006;S007;S008;S009;S010;S011;S012;S013;S014;S015;S016;S017;S018;S019;S020;S021;S022;S023;S024;S025,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_AOX_A006,redox,anion,A006,Oxidation of Poly(styrene sulfonate) H-capped repeat-unit anion (PSS− proxy),A006_QM1_M1:-1;A006_Q0_M2:+1,A006_QM1_M1 -> A006_Q0_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,all project media at inference,1,val,,S001;S007;S022;S016,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_AOX_A007,redox,anion,A007,Oxidation of 4-Dodecylbenzenesulfonate (DBSA−),A007_QM1_M1:-1;A007_Q0_M2:+1,A007_QM1_M1 -> A007_Q0_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,all project media at inference,1,train,,S008;S004;S011;S017,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_AOX_A008,redox,anion,A008,Oxidation of Hydrogen sulfate (HSO4−),A008_QM1_M1:-1;A008_Q0_M2:+1,A008_QM1_M1 -> A008_Q0_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,all project media at inference,1,train,,S025;S005;S012;S018,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_AOX_A009,redox,anion,A009,"Oxidation of 4-Methylbenzenesulfonate (tosylate, pTS−)",A009_QM1_M1:-1;A009_Q0_M2:+1,A009_QM1_M1 -> A009_Q0_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,all project media at inference,1,train,,S023;S002;S006;S015,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_AOX_A010,redox,anion,A010,Oxidation of Camphor-10-sulfonate (CSA−),A010_QM1_M1:-1;A010_Q0_M2:+1,A010_QM1_M1 -> A010_Q0_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,all project media at inference,1,train,,S024;S020;S013;S003,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_AOX_A011,redox,anion,A011,Oxidation of Chloride (Cl−),A011_QM1_M1:-1;A011_Q0_M2:+1,A011_QM1_M1 -> A011_Q0_M2 + e-,deltaG_ox_T2_SMD,Eox_vs_AgAgCl,eV,all project media at inference,1,val,,S001;S007;S022;S017,SRC_PROJECT_ORIGIN;SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M001,sigma_dimerization,monomer_sigma,M001,Sigma coupling of Thiophene radical cations,M001_QP1_M2:-2;D001_QP2_M1:+1,2 M001_QP1_M2 -> D001_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,1,train,,S001;S007;S022;S015,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M002,sigma_dimerization,monomer_sigma,M002,Sigma coupling of 3-Methylthiophene radical cations,M002_QP1_M2:-2;D002_QP2_M1:+1,2 M002_QP1_M2 -> D002_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M003,sigma_dimerization,monomer_sigma,M003,Sigma coupling of 3-Ethylthiophene radical cations,M003_QP1_M2:-2;D003_QP2_M1:+1,2 M003_QP1_M2 -> D003_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M004,sigma_dimerization,monomer_sigma,M004,Sigma coupling of 3-Propylthiophene radical cations,M004_QP1_M2:-2;D004_QP2_M1:+1,2 M004_QP1_M2 -> D004_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M005,sigma_dimerization,monomer_sigma,M005,Sigma coupling of 3-Butylthiophene radical cations,M005_QP1_M2:-2;D005_QP2_M1:+1,2 M005_QP1_M2 -> D005_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M006,sigma_dimerization,monomer_sigma,M006,Sigma coupling of 3-Hexylthiophene (3HT) radical cations,M006_QP1_M2:-2;D006_QP2_M1:+1,2 M006_QP1_M2 -> D006_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M007,sigma_dimerization,monomer_sigma,M007,Sigma coupling of 3-Octylthiophene radical cations,M007_QP1_M2:-2;D007_QP2_M1:+1,2 M007_QP1_M2 -> D007_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,1,test,,S024;S004;S011;S016,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M008,sigma_dimerization,monomer_sigma,M008,Sigma coupling of 3-Methoxythiophene radical cations,M008_QP1_M2:-2;D008_QP2_M1:+1,2 M008_QP1_M2 -> D008_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M009,sigma_dimerization,monomer_sigma,M009,Sigma coupling of 3-Ethoxythiophene radical cations,M009_QP1_M2:-2;D009_QP2_M1:+1,2 M009_QP1_M2 -> D009_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M010,sigma_dimerization,monomer_sigma,M010,Sigma coupling of 3-Fluorothiophene radical cations,M010_QP1_M2:-2;D010_QP2_M1:+1,2 M010_QP1_M2 -> D010_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M011,sigma_dimerization,monomer_sigma,M011,Sigma coupling of 3-Chlorothiophene radical cations,M011_QP1_M2:-2;D011_QP2_M1:+1,2 M011_QP1_M2 -> D011_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M012,sigma_dimerization,monomer_sigma,M012,Sigma coupling of 3-Bromothiophene radical cations,M012_QP1_M2:-2;D012_QP2_M1:+1,2 M012_QP1_M2 -> D012_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
RXN_SIG_M013,sigma_dimerization,monomer_sigma,M013,Sigma coupling of Thiophene-3-carbonitrile radical cations,M013_QP1_M2:-2;D013_QP2_M1:+1,2 M013_QP1_M2 -> D013_QP2_M1,deltaG_sigma_T2_SMD,deltaG_sigma_kcal_mol,eV,all project media at inference,0,,,,SRC_PROJECT_TIER2_CURRENT
